Date	CL1
11/7/96	0.002203614
11/8/96	0.037379068
11/12/96	-0.000855798
11/13/96	0.032976445
11/14/96	0.012023217
11/15/96	-0.009832036
11/18/96	-0.011998345
11/19/96	0.025544389
11/21/96	0.003367003
11/22/96	-0.003775168
11/25/96	-0.010947368
11/26/96	0.00553427
11/27/96	0.00550381
12/3/96	0.005241935
12/4/96	-0.005214601
12/5/96	0.031451613
12/6/96	0.001563722
12/10/96	-0.034782609
12/11/96	-0.042588043
12/12/96	0.014542344
12/16/96	0.051900286
12/17/96	-0.001165501
12/19/96	0.015672783
12/23/96	-0.011562998
12/30/96	0.005947661
12/31/96	0.021679149
1/2/97	-0.008873457
1/3/97	-0.003892565
1/6/97	0.030480657
1/7/97	-0.005309063
1/8/97	0.014868471
1/9/97	-0.009391435
1/10/97	-0.010618127
1/13/97	-0.034495975
1/15/97	0.033452808
1/16/97	-0.016570328
1/17/97	-0.004310345
1/20/97	-0.007083825
1/21/97	-0.017043203
1/22/97	-0.022580645
1/27/97	-0.004573805
1/28/97	-0.001670844
1/29/97	0.023849372
1/30/97	0.016346547
1/31/97	-0.028950543
2/3/97	0
2/4/97	-0.005383023
2/5/97	-0.004579517
2/6/97	-0.033877039
2/7/97	-0.037662338
2/10/97	0.010346379
2/11/97	-0.001780944
2/12/97	-0.024977698
2/13/97	0.007319305
2/14/97	0.017711172
2/18/97	0.004908523
2/19/97	0.011989343
2/20/97	-0.035541904
2/21/97	-0.026842584
2/24/97	-0.031790556
2/25/97	0.014002897
2/26/97	0.005238095
2/27/97	-0.010421601
2/28/97	-0.028243179
3/4/97	0.020246914
3/5/97	-0.008228461
3/6/97	0.021961933
3/10/97	-0.03712406
3/12/97	0.025360517
3/13/97	0.003879728
3/17/97	-0.017379051
3/18/97	0.054493308
3/21/97	-0.036290323
3/24/97	-0.020920502
3/25/97	-0.003323837
3/26/97	-0.016674607
3/27/97	0.002906977
3/31/97	-0.014009662
4/1/97	-0.006369427
4/2/97	-0.039940828
4/3/97	0
4/4/97	-0.017976374
4/7/97	0.005753138
4/8/97	0.00624025
4/9/97	-0.004134367
4/10/97	0.015568241
4/11/97	-0.002043945
4/14/97	0.018945212
4/15/97	-0.003517588
4/16/97	-0.024205749
4/17/97	0.003617571
4/18/97	0.02523172
4/21/97	0.023606228
4/22/97	-0.038272816
4/23/97	0.006632653
4/24/97	0.015205271
4/25/97	-0.001997004
4/28/97	-0.004002001
4/29/97	0.026619789
4/30/97	-0.011252446
5/2/97	-0.015570065
5/5/97	0.001530612
5/6/97	0.001528273
5/7/97	-0.002034588
5/9/97	0.004424779
5/13/97	-0.000467727
5/14/97	0.000935891
5/16/97	0.038497653
5/19/97	-0.023960217
5/20/97	-0.018527096
5/21/97	0.031618688
5/23/97	-0.0105215
5/27/97	-0.038834951
5/28/97	0
5/29/97	0.008658009
5/30/97	-0.004291845
6/3/97	-0.030981888
6/4/97	-0.010329562
6/5/97	-0.022862823
6/6/97	-0.044252289
6/9/97	-0.005854178
6/10/97	-0.000535332
6/11/97	-0.007498661
6/12/97	0.008634647
6/13/97	0.007490637
6/16/97	0.009559214
6/17/97	0.011572856
6/18/97	-0.022880915
6/19/97	-0.006386376
6/20/97	-0.006427424
6/23/97	0.03180593
6/24/97	-0.005747126
6/25/97	0.025748818
6/26/97	-0.022028689
6/27/97	0.019381875
6/30/97	0.017471737
7/2/97	0.010934394
7/3/97	-0.038348083
7/7/97	-0.00204499
7/8/97	0.010758197
7/9/97	-0.013684744
7/11/97	0.005723205
7/15/97	0.03580832
7/16/97	-0.001016777
7/18/97	-0.036018009
7/21/97	-0.004670472
7/22/97	-0.005213764
7/23/97	0
7/25/97	0.006069803
7/28/97	-0.004022122
7/29/97	0.002019182
7/30/97	0.022670025
7/31/97	-0.007881773
8/1/97	0.006951341
8/4/97	0.023175542
8/5/97	0.002891566
8/6/97	-0.016818837
8/7/97	-0.018084066
8/8/97	-0.027376804
8/11/97	0.007676561
8/12/97	0.01523616
8/13/97	0.010005003
8/14/97	-0.005448242
8/15/97	-0.000498008
8/18/97	-0.007972098
8/19/97	0.010547464
8/20/97	-0.002982107
8/22/97	0.002034588
8/25/97	-0.022335025
8/26/97	0.001038422
8/27/97	0.023340249
8/28/97	-0.007602636
8/29/97	0.001532176
9/2/97	0.002039776
9/3/97	-0.002035623
9/4/97	-0.010708822
9/5/97	0.01185567
9/8/97	-0.009169638
9/9/97	-0.001542416
9/10/97	0
9/12/97	-0.002581311
9/15/97	-0.002587992
9/17/97	-0.009688934
9/18/97	-0.002059732
9/23/97	0.009693878
9/24/97	0.007579586
9/25/97	0.022567703
9/26/97	0.023540951
9/29/97	0.018687111
9/30/97	-0.003762935
10/2/97	0.034204276
10/3/97	0.045475425
10/6/97	-0.036467487
10/7/97	0.001367989
10/8/97	0.010018215
10/9/97	-0.00270514
10/13/97	-0.035294118
10/14/97	-0.029080675
10/15/97	-0.006280193
10/16/97	0.019445795
10/17/97	-0.018121125
10/20/97	0.005342399
10/21/97	-0.001449275
10/22/97	0.03628447
10/24/97	-0.0056899
10/27/97	0.004768717
10/28/97	-0.028951115
10/29/97	0.012218964
10/30/97	0.024625785
10/31/97	-0.006597549
11/3/97	-0.0056926
11/4/97	-0.01240458
11/5/97	-0.01884058
